bases_id,title,public_url,description,keywords,author,og_title,og_type,og_url,og_image,og_site_name,og_description
959,異世界かるてっと,http://isekai-quartet.com/,イッツ　ア　“ぷち”　ワールド！大ヒット異世界系アニメ作品、まさかのクロスオーバー企画が始動！！「オーバーロード」「この素晴らしい世界に祝福を！」「Re:ゼロから始める異世界生活」「幼女戦記」の4作品が、ぷちキャラアニメになって大暴れ！,,,TVアニメ「異世界かるてっと」オフィシャルサイト,website,http://isekai-quartet.com/,http://isekai-quartet.com/og-image.jpg,TVアニメ「異世界かるてっと」オフィシャルサイト,イッツ　ア　“ぷち”　ワールド！大ヒット異世界系アニメ作品、まさかのクロスオーバー企画が始動！！「オーバーロード」「この素晴らしい世界に祝福を！」「Re:ゼロから始める異世界生活」「幼女戦記」の4作品が、ぷちキャラアニメになって大暴れ！
960,世話やきキツネの仙狐さん,http://senkosan.com/,"自宅とブラック会社を往復する会社員・中野のもとに押しかけてきた
神使のキツネ・仙狐さん（800歳・幼女）。彼女は疲労困憊の中野を、めいっぱいの“お世話”で潤してくれるのです。現代社会に疲れた全ての人に届けたい、甘やかし系ラブコメディ！",,,,,,,,
961,賢者の孫,http://kenja-no-mago.jp/,TVアニメ「賢者の孫」2019年4月10日〜ON AIR！「世間知らず」で「規格外」な主人公が贈る、異世界ファンタジーライフ開幕！,"TVアニメ「賢者の孫」,賢者の孫,川崎直孝",,TVアニメ「賢者の孫」公式サイト,tv_show,http://kenja-no-mago.jp/,http://kenja-no-mago.jp/img/ogp.png,TVアニメ「賢者の孫」公式サイト,TVアニメ「賢者の孫」2019年4月10日〜ON AIR！「世間知らず」で「規格外」な主人公が贈る、異世界ファンタジーライフ開幕！
962,キャロル＆チューズデイ,http://caroleandtuesday.com/,"総監督：渡辺信一郎、アニメーション制作：ボンズ、キャラクター原案：窪之内英策、音楽制作：フライングドッグ 強力なスタッフ陣が挑む オリジナルTVアニメ「キャロル＆チューズデイ」。全世界の音楽を愛する人に捧げる、2人の少女が起こした奇跡の物語。
Dedicated to music lovers around the world, this is a tale of a miracle brought about by two teenage girls, created by a top production team featuring Shinichiro Watanabe as supervising director, animation production by Studio Bones, Eisaku Kubonouchi as original character designer, and music production by FlyingDog.","キャロル＆チューズデイ,渡辺信一郎",,TVアニメ「キャロル＆チューズデイ」公式サイト,website,http://caroleandtuesday.com,http://caroleandtuesday.com/core_sys/images/others/ogp.jpg,TVアニメ「キャロル＆チューズデイ」公式サイト,総監督：渡辺信一郎、アニメーション制作：ボンズ、キャラクター原案：窪之内英策、音楽制作：フライングドッグ 強力なスタッフ陣が挑む オリジナルTVアニメ「キャロル＆チューズデイ」。全世界の音楽を愛する人に捧げる、2人の少女が起こした奇跡の物語。
963,さらざんまい,http://sarazanmai.com/,TVアニメ「さらざんまい」4月11日よりフジテレビ“ノイタミナ”にて毎週木曜24:55～放送開始 アニマックスほか各局でも放送。手放すな、欲望は君の命だ。,"さらざんまい,幾原邦彦,ユリ熊嵐,輪るピングドラム,少女革命ウテナ,MAPPA,ノイタミナ",,幾原邦彦監督新作アニメ『さらざんまい』2019年放送,website,http://sarazanmai.com,http://sarazanmai.com/common/img/og.png,幾原邦彦監督新作アニメ『さらざんまい』2019年放送,TVアニメ「さらざんまい」4月11日よりフジテレビ“ノイタミナ”にて毎週木曜24:55～放送開始 アニマックスほか各局でも放送。手放すな、欲望は君の命だ。
964,Bラッパーズ ストリート,https://www.shopro.co.jp/tv/brs/,TVアニメ「Bラッパーズ ストリート」公式サイト。テレビ東京系列「おはスタ」内の新コーナー「きゃらスタ」にて、毎週木曜日あさ7時5分から放送中！,,,TVアニメ「Bラッパーズストリート」公式サイト,website,https://www.shopro.co.jp/tv/brs/index.html,https://www.shopro.co.jp/tv/brs/image/image.jpg,TVアニメ「Bラッパーズストリート」公式サイト,"Bラッパーズストリート,アニメ,おはスタ,ヨーヘイ,ワンパック,DJ KEN,デカミちゃん,ビッグブー,ラップ,ブレイクダンス,オナラップ,ヒップホップ,ヤヴァイバー"
965,文豪ストレイドッグス（第3シーズン）,http://bungo-stray-dogs.jp/,文豪ストレイドッグス 「桜蘭高校ホスト部」「STAR DRIVER 輝きのタクト」の五十嵐卓哉×榎戸洋司が贈る待望のアニメ化！ 原作：朝霧カフカ、漫画：春河35、監督：五十嵐卓哉、脚本：榎戸洋司、アニメーション制作：ボンズ,"アニメ, 文豪ストレイドッグス, 朝霧カフカ, 春河35, 五十嵐卓哉, 榎戸洋司, ボンズ",,アニメ「文豪ストレイドッグス」公式サイト,tv_show,http://bungo-stray-dogs.jp,http://bungo-stray-dogs.jp/images/ogp.png,アニメ「文豪ストレイドッグス」公式サイト,文豪ストレイドッグス 「桜蘭高校ホスト部」「STAR DRIVER 輝きのタクト」の五十嵐卓哉×榎戸洋司が贈る待望のアニメ化！ 原作：朝霧カフカ、漫画：春河35、監督：五十嵐卓哉、脚本：榎戸洋司、アニメーション制作：ボンズ
966,四月一日さん家の,https://www.tv-tokyo.co.jp/watanuki/,テレビ東京　ドラマ25 「四月一日さん家の」(わたぬきさんちの) オフィシャルサイト。物語の舞台は、三姉妹が暮らす一軒家“四月一日さん家”。生活の中で起こる、ささいな出来事や思わぬ事件を描き、リアリティあふれる三姉妹の会話によって繰り広げられる、笑いあり涙ありのほのぼの日常系シチュエーションコメディドラマ。三姉妹を演じるのは人気VTuber ときのそら、猿楽町双葉、響木アオ。,"ドラマ,テレビ東京,四月一日さん家の,わたぬきさんちの,VTuber,ときのそら,猿楽町双葉,響木アオ,配信",,ドラマ25 四月一日さん家の｜テレビ東京,tv_show,https://www.tv-tokyo.co.jp/watanuki/,https://www.tv-tokyo.co.jp/watanuki/images/fblogo.jpg,"ドラマ,テレビ東京,四月一日さん家の,わたぬきさんちの,VTuber,ときのそら,猿楽町双葉,響木アオ,配信",テレビ東京　ドラマ25 「四月一日さん家の」(わたぬきさんちの) オフィシャルサイト。物語の舞台は、三姉妹が暮らす一軒家“四月一日さん家”。生活の中で起こる、ささいな出来事や思わぬ事件を描き、リアリティあふれる三姉妹の会話によって繰り広げられる、笑いあり涙ありのほのぼの日常系シチュエーションコメディドラマ。三姉妹を演じるのは人気VTuber ときのそら、猿楽町双葉、響木アオ。
967,進撃の巨人Season3（Part.2),https://shingeki.tv/season3/,原作コミックが累計8000万部を超えた「進撃の巨人」TVアニメシリーズの公式サイト。総監督：荒木哲郎、監督：肥塚正史シリーズ、構成：小林靖子、キャラクターデザイン：浅野恭司、アニメーション制作：WIT STUDIOがおくる巨人VS人間のパニックファンタジー！,"進撃の巨人,3期,Season2,巨人,諫山創,荒木哲郎,梶裕貴,神谷浩史,石川由依,井上麻里奈,Attack on taitan",「進撃の巨人」製作委員会,TVアニメ「進撃の巨人」Season 3,website,https://shingeki.tv/season3/,https://shingeki.tv/season3/img/ogp_02.jpg,TVアニメ「進撃の巨人」Season 3,原作コミックが累計8000万部を超えた「進撃の巨人」TVアニメシリーズの公式サイト。総監督：荒木哲郎、監督：肥塚正史シリーズ、構成：小林靖子、キャラクターデザイン：浅野恭司、アニメーション制作：WIT STUDIOがおくる巨人VS人間のパニックファンタジー！
968,機動戦士ガンダム THE ORIGIN 前夜 赤い彗星,http://www.gundam-the-origin.net/,『機動戦士ガンダム THE ORIGIN 前夜 赤い彗星』NHK総合テレビで毎週日曜深夜放送！,機動戦士ガンダム THE ORIGIN 公式サイト,,機動戦士ガンダム THE ORIGIN 公式サイト,website,http://www.gundam-the-origin.net/,http://www.gundam-the-origin.net/images/ogp.jpg,機動戦士ガンダム THE ORIGIN 公式サイト,『機動戦士ガンダム THE ORIGIN 前夜 赤い彗星』NHK総合テレビで毎週日曜深夜放送！
969,ワンパンマン SEASON2,http://onepunchman-anime.net/,TVアニメ「ワンパンマン」公式サイトWEBコミック界のカリスマとジャンプ最強遺伝子の超強力タッグで贈る大人気コミックスが、ついにTVアニメ化決定！ 平熱系最強ヒーロー“サイタマ”の日常ノックアウトアクション開幕！！,"ワンパンマン,ワンパン,ワンパンチ,one punch man,一撃男,ONE,村田雄介,となりのヤングジャンプ,ヤングジャンプ,週刊ヤングジャンプ,ヤンジャン,集英社,ヒーロー,一撃,サイタマ,ハゲマント,ジェノス,鬼サイボーグ,ソニック,音速のソニック,ブラスト,タツマキ,戦慄のタツマキ,シルバーファング,バング",ヒーロー協会本部,TVアニメ「ワンパンマン」公式サイト,website,http://onepunchman-anime.net/,http://onepunchman-anime.net/img/ogp3.jpg,TVアニメ「ワンパンマン」公式サイト,TVアニメ「ワンパンマン」公式サイトWEBコミック界のカリスマとジャンプ最強遺伝子の超強力タッグで贈る大人気コミックスが、ついにTVアニメ化決定！ 平熱系最強ヒーロー“サイタマ”の日常ノックアウトアクション開幕！！
970,みるタイツ,https://mirutights.jp/,みるタイツ,,,みるタイツ,website,https://mirutights.jp,https://mirutights.jp/ogp/mirutights_ogp.png,アニメ「みるタイツ」オフィシャルサイト,毎週(土)22時～ 新エピソード配信開始！
