bases_id,title,public_url,description,keywords,author,og_title,og_type,og_url,og_image,og_site_name,og_description
321,迷家‐マヨイガ‐,http://mayoiga.tv/,水島 努×岡田麿里×ディオメディア。アニメ業界の先頭を突っ走るヒットメーカーによる奇跡のコラボレーションプロジェクトが始動！ 閉鎖された村での人間模様と主人公の心の葛藤を描く、前代未聞の群像アニメが幕を開ける！,"水島努,岡田麿里,ディオメディア,SHIROBAKO,ガルパン",project迷家,TVアニメ「迷家‐マヨイガ‐」,website,http://mayoiga.tv/,http://mayoiga.tv/img/ogp3.jpg,TVアニメ「迷家‐マヨイガ‐」,水島 努×岡田麿里×ディオメディア。アニメ業界の先頭を突っ走るヒットメーカーによる奇跡のコラボレーションプロジェクトが始動！ 閉鎖された村での人間模様と主人公の心の葛藤を描く、前代未聞の群像アニメが幕を開ける！
322,宇宙パトロールルル子,http://luluco.tv/,TVアニメ『宇宙パトロールルル子』　2016年4月1日より、ウルトラスーパーアニメタイム枠(TOKYO MX／BS11)、AT-X、クランチロール、bilibili動画他にて放送開始！,"TRIGGER,トリガー,今石洋之,USAT,ウルトラスーパーアニメタイム,アニメ,ルル子,宇宙パトロールルル子",,ＴＶアニメ『宇宙パトロールルル子』公式サイト,website,http://luluco.tv,http://luluco.tv/_app/wp-content/themes/luluco_v5/img/fb.png,ＴＶアニメ『宇宙パトロールルル子』公式サイト,TVアニメ『宇宙パトロールルル子』　2016年4月1日より、ウルトラスーパーアニメタイム枠(TOKYO MX／BS11)、AT-X、クランチロール、bilibili動画他にて放送開始！
323,機動戦士ガンダムユニコーン RE:0096,http://www.gundam-unicorn.net/,『機動戦士ガンダムユニコーン RE:0096』毎週日曜日あさ7:00より、テレビ朝日系にて放送中!!,"機動戦士ガンダム,ユニコーン,RE:0096,GUNDAM,UC,GUC,ＵＣ,ＧＵＣ,UNICORN,機動戦士ガンダムユニコーン RE:0096",,機動戦士ガンダムユニコーン RE:0096,website,http://www.gundam-unicorn.net/,http://www.gundam-unicorn.net/logo.jpg,機動戦士ガンダムユニコーン RE:0096,『機動戦士ガンダムユニコーン RE:0096』毎週日曜日あさ7:00より、テレビ朝日系にて放送中!!
324,影鰐-KAGEWANI-承,http://kagewani.com/,すべてを喰らい尽くす「超生物・影鰐」。息をつかせぬ壮絶なモンスターパニック劇メーション！,"影鰐,KAGEWANI,かげわに,ウルトラスーパーアニメタイム,アニメ,MX,BS,UMA.奇獣",,影鰐-KAGEWANI-承,website,http://kagewani.com,http://kagewani.com/img/kgw2_ogp.png,,毎週金曜23:00～【TOKYO-MX】 / 毎週日曜25:00〜【BS11】 USAT内で放送！
325,ぼのぼの,http://www.bonoanime.jp/,テレビアニメ「ぼのぼの」公式サイト。フジテレビにて毎週土曜日4：52〜5：00 好評放送中！次回予告や見逃し配信情報、公式グッズ紹介など、アニメに関する情報を発信してゆきます。,,,ぼのぼのテレビアニメ公式サイト,website,http://www.bonoanime.jp,http://www.bonoanime.jp/images/ogp_bonoanime.png,,テレビアニメ「ぼのぼの」公式サイト。フジテレビにて毎週土曜日4：52〜5：00 好評放送中！次回予告や見逃し配信情報、公式グッズ紹介など、アニメに関する情報を発信してゆきます。
326,フューチャーカード バディファイト トリプルディー,http://fc-buddyfight.com/,今世紀最高のトレーディングカードゲーム ここに降臨！フューチャーカード バディファイト,"ブシロード,ぶしろーど,bushiroad,木谷高明,トレーディングカードゲーム,TCG,バディファイト,BUDDYFIGHT,バディ,コロコロコミック,コロコロ,コミック,TVアニメ,アニメ,OLM,小学生",,,,,,,
327,逆転裁判,http://www.ytv.co.jp/animegyakuten/,読売テレビ・日本テレビ系にて2016年2016年4月初旬土曜夕方5時30分放送スタート！アニメ「逆転裁判」公式サイトです,"逆転裁判,アニメ,読売テレビ,ytv,",,逆転裁判｜読売テレビ,,http://www.ytv.co.jp/animegyakuten/,http://www.ytv.co.jp/animegyakuten/sns.png,,読売テレビ・日本テレビ系にて2016年2016年4月初旬土曜夕方5時30分放送スタート！アニメ「逆転裁判」公式サイトです
328,学戦都市アスタリスク 2nd SEASON,http://asterisk-war.com/,2nd SEASON 2016.04 ON AIR,"学戦都市アスタリスク, 三屋咲ゆう, okiura, 小野学, セトウケンジ, 川上哲也, Rasmus Faber, 田丸篤志, 加隈亜衣, 東山奈央, 井澤詩織, 小澤亜李, メディアファクトリー, FlyingDog, A-1 Pictures, アニプレックス",,TVアニメ「学戦都市アスタリスク」公式サイト,website,http://asterisk-war.com/,http://asterisk-war.com/og_image.jpg,TVアニメ「学戦都市アスタリスク」公式サイト,2nd SEASON 2016.04 ON AIR
329,僕のヒーローアカデミア,http://heroaca.com/,,"僕のヒーローアカデミア,ヒロアカ,アニメ,堀越耕平,週刊少年ジャンプ,集英社",,,,,,,
330,マクロス⊿,http://macross.jp/,ビックウエストが運営するマクロス・シリーズ情報盛りだくさんの公式ポータルサイト。イベント、商品などあらゆるマクロス最新情報をいち早くチェック！,"超時空要塞,マクロスゼロ,マクロス,MACROSS,macross,バルキリー,リン・ミンメイ,リンミンメイ,ダイナマイト,プラス,ゼロ,ＭＡＣＲＯＳＳ,ｍａｃｒｏｓｓ",,MACROSS PORTAL SITE　マクロスポータルサイト,website,http://macross.jp/,http://macross.jp/img/fb_img.jpg?160122,MACROSS PORTAL SITE　マクロスポータルサイト,ビックウエストが運営するマクロス・シリーズ情報盛りだくさんの公式ポータルサイト。イベント、商品などあらゆるマクロス最新情報をいち早くチェック！
